iter	Logloss
319	0.5941091919
320	0.5939462891
321	0.5938208618
322	0.5937191162
323	0.5936208496
324	0.5934960938
325	0.5933956299
326	0.5933041992
327	0.5932545166
328	0.5931576538
329	0.5930043945
330	0.5928662109
331	0.592803833
332	0.5927108765
333	0.5926520386
334	0.592557251
335	0.5924906006
336	0.5923865967
337	0.5922698975
338	0.5921761475
339	0.5921357422
340	0.5919995728
341	0.5919152832
342	0.5917803955
343	0.5917224121
344	0.5916165771
345	0.5914450684
346	0.5913347778
347	0.5911728516
348	0.5910700684
349	0.5909556885
350	0.5907641602
351	0.5906954346
352	0.5905018311
353	0.59044104
354	0.5903040771
355	0.5902424316
356	0.5901812134
357	0.5900620117
358	0.5899213257
359	0.5897755127
360	0.5896999512
361	0.5895517578
362	0.5895144653
363	0.5893521729
364	0.5892175293
365	0.589208252
366	0.5891254272
367	0.5889780273
368	0.5888599854
369	0.5887918701
370	0.5886843872
371	0.5886282959
372	0.5885235596
373	0.5883805542
374	0.5882940063
375	0.5882156982
376	0.5881422119
377	0.5879684448
378	0.5878792725
379	0.587762085
380	0.587625
381	0.5874489136
382	0.5872658691
383	0.5871768799
384	0.5871320801
385	0.5870314941
386	0.5868965454
387	0.586743103
388	0.5866305542
389	0.5865548096
390	0.5865007935
391	0.5864400635
392	0.5863463745
393	0.5861808472
394	0.5859998169
395	0.5859084473
396	0.5857878418
397	0.5856356812
398	0.5855670776
399	0.5854714355
400	0.585291748
401	0.5851313477
402	0.5850172119
403	0.584826416
404	0.5846585693
405	0.5845710449
406	0.5844886475
407	0.5843596191
408	0.5843099365
409	0.5841325684
410	0.5840029297
411	0.5839470215
412	0.5838342285
413	0.5836605835
414	0.5834908447
415	0.5833695068
416	0.5831331787
417	0.5829524536
418	0.5828669434
419	0.5827738037
420	0.5826856689
421	0.5824724121
422	0.5823275146
423	0.582272522
424	0.5821281128
425	0.5819240112
426	0.5817781372
427	0.5816621094
428	0.5815407104
429	0.5814912109
430	0.5813892822
431	0.58131604
432	0.5812088013
433	0.5810496826
434	0.5809241943
435	0.5808271484
436	0.580729187
437	0.5806130981
438	0.5804260864
439	0.5802484131
440	0.5801099854
441	0.5800129395
442	0.5798928223
443	0.5798037109
444	0.5796713867
445	0.5795709229
446	0.5794396973
447	0.5793440552
448	0.5791575928
449	0.5789993896
450	0.5788627319
451	0.5787053223
452	0.5785877686
453	0.5784959717
454	0.5784229736
455	0.5782469482
456	0.5781072998
457	0.5779321289
458	0.5777665405
459	0.5776381226
460	0.5774962769
461	0.5773736572
462	0.5772930908
463	0.5771573486
464	0.5770827026
465	0.5769279785
466	0.5768312988
467	0.5767086182
468	0.5766317139
469	0.5765152588
470	0.576336792
471	0.5762703857
472	0.576104187
473	0.5760089111
474	0.5758919678
475	0.5757663574
476	0.575682312
477	0.5755809326
478	0.5754349365
479	0.5753499756
480	0.5752011108
481	0.5750952759
482	0.5749075928
483	0.5748239746
484	0.574657959
485	0.574578125
486	0.5744918213
487	0.5743114624
488	0.5741358643
489	0.574012085
490	0.5739039307
491	0.5737650757
492	0.5736934814
493	0.5735998535
494	0.5734449463
495	0.5732473145
496	0.5731289063
497	0.5729859619
498	0.5728243408
499	0.5727044678
500	0.5725220947
501	0.5723513794
502	0.5722176514
503	0.5721166992
504	0.5720133057
505	0.5718573608
506	0.5717426758
507	0.5716252441
508	0.5714888916
509	0.5713379517
510	0.5711708374
511	0.5709988403
512	0.5708688354
513	0.5707844238
514	0.5707125244
515	0.570536499
516	0.5703994141
517	0.5702674561
518	0.5702081909
519	0.5700655518
520	0.5699127808
521	0.569866394
522	0.5697633667
523	0.5696529541
524	0.5695415649
525	0.5694938354
526	0.5693391113
527	0.5691445923
528	0.5690380859
529	0.5689107666
530	0.5687685547
531	0.5686679688
532	0.5685368042
533	0.5684408569
534	0.5683485107
535	0.5682849121
536	0.5681405029
537	0.567987854
538	0.5678029175
539	0.5676900635
540	0.567578186
541	0.5674248047
542	0.5672913818
543	0.5672148437
544	0.5671242676
545	0.5670100098
546	0.5668782959
547	0.5667131348
548	0.5665811157
549	0.5664271851
550	0.5663660889
551	0.5661989136
552	0.5661087646
553	0.5659228516
554	0.5657999268
555	0.5656925049
556	0.5655961914
557	0.565447937
558	0.5653267822
559	0.5651876221
560	0.5650010376
561	0.5648686523
562	0.564722168
563	0.5645750732
564	0.5645131836
565	0.564465332
566	0.5644161377
567	0.5642921143
568	0.5641807861
569	0.5640056152
570	0.5638921509
571	0.5638304443
572	0.5637445068
573	0.5637018433
574	0.5636422119
575	0.5635305786
576	0.5634741211
577	0.5633337402
578	0.5632298584
579	0.5631907959
580	0.5631445312
581	0.5630164185
582	0.5628843384
583	0.5627491455
584	0.5626378784
585	0.5625114746
586	0.5623981323
587	0.5623364258
588	0.5621253052
589	0.5620292969
590	0.5619497681
591	0.5618239746
592	0.5616665039
593	0.5615127563
594	0.5613922119
595	0.5613078003
596	0.5611817017
597	0.5610428467
598	0.560921814
599	0.5608474121
600	0.5607546387
601	0.56068927
602	0.5604848633
603	0.5603182983
604	0.5601517334
605	0.5601251221
606	0.5599611206
607	0.5599086914
608	0.559763855
609	0.5596157227
610	0.5594161987
611	0.5592825928
612	0.559163147
613	0.5590806274
614	0.5588922729
615	0.5587315674
616	0.5586086426
617	0.5585657959
618	0.5585032349
619	0.5583266602
620	0.5582639771
621	0.558168335
622	0.5580352783
623	0.5579675293
624	0.5578423462
625	0.5576734009
626	0.55759021
627	0.5575197754
628	0.5573300781
629	0.5571403809
630	0.557046875
631	0.5569748535
632	0.5568862305
633	0.5568375854
634	0.5567634277
635	0.5566444092
636	0.5565875244
637	0.5563806152
638	0.5563078613
639	0.5562576294
640	0.5561322021
641	0.5559812012
642	0.5558614502
643	0.5557846069
644	0.5556885986
645	0.555588623
646	0.5554521484
647	0.5553129272
648	0.555203125
649	0.555130188
650	0.5550159912
651	0.5549661865
652	0.5548581543
653	0.5547009277
654	0.5545936279
655	0.5544456177
656	0.5543401489
657	0.5542801514
658	0.5541418457
659	0.5540115356
660	0.5538727417
661	0.5538256226
662	0.5537193604
663	0.5535693359
664	0.5534822998
665	0.5533359375
666	0.5532778931
667	0.553206543
668	0.5530930176
669	0.5529602661
670	0.5528338623
671	0.5527199097
672	0.5525808105
673	0.5524921875
674	0.5523607788
675	0.5522248535
676	0.5520474243
677	0.5519165649
678	0.5517956543
679	0.5516902466
680	0.5515393066
681	0.5514447632
682	0.5512876587
683	0.5512383423
684	0.5510637207
685	0.5509714355
686	0.5508210449
687	0.5507904053
688	0.5506521606
689	0.5505557861
690	0.5503597412
691	0.550276001
692	0.5502155151
693	0.5501140747
694	0.5500371094
695	0.5499227905
696	0.5498179932
697	0.5496901855
698	0.5496005859
699	0.5494343872
700	0.5493101807
701	0.5492589111
702	0.549111145
703	0.5489736328
704	0.5489367676
705	0.548822876
706	0.5487369385
707	0.5486618042
708	0.5485484009
709	0.5484072266
710	0.5482918091
711	0.5481400757
712	0.5480273437
713	0.547861145
714	0.5477220459
715	0.5475943604
716	0.5475170898
717	0.5474389648
718	0.5473411255
719	0.5472398682
720	0.5471677246
721	0.5470808105
722	0.5470037231
723	0.5467904053
724	0.5467127686
725	0.5466291504
726	0.5465784912
727	0.5465620117
728	0.5464880981
729	0.5464067993
730	0.5462489624
731	0.5461381226
732	0.5461105957
733	0.5460222168
734	0.5458728027
735	0.5457689209
736	0.545720459
737	0.5456136475
738	0.5455234985
739	0.545397583
740	0.5453451538
741	0.545270874
742	0.5451626587
743	0.545046814
744	0.5449287109
745	0.5448237305
746	0.5447670898
747	0.5446126709
748	0.5445267334
749	0.5444891357
750	0.5444075928
751	0.5442811279
752	0.5441721191
753	0.5440852051
754	0.5439732056
755	0.5439207764
756	0.5437889404
757	0.5436642456
758	0.5435671387
759	0.5434383545
760	0.5433286743
761	0.5432230835
762	0.5430693359
763	0.5429708252
764	0.5428651123
765	0.5427563477
766	0.542690979
767	0.5425529785
768	0.5423603516
769	0.5422425537
770	0.5421541138
771	0.54199646
772	0.5419262695
773	0.5418557129
774	0.5417857666
775	0.5417297363
776	0.5416472168
777	0.5415598755
778	0.5414338989
779	0.5412943115
780	0.5412026978
781	0.5411064453
782	0.5409906616
783	0.5408889771
784	0.5408084717
785	0.5407571411
786	0.5405905762
787	0.5405204468
788	0.5404622803
789	0.540418335
790	0.5403855591
791	0.5402612305
792	0.5401132202
793	0.5400679321
794	0.5400053711
795	0.5399526367
796	0.5398317871
797	0.5396800537
798	0.5395604858
799	0.5395025635
800	0.5394625244
801	0.5393927002
802	0.5392471924
803	0.5391658325
804	0.5390311279
805	0.5389095459
806	0.5388671875
807	0.5387421265
808	0.5386239624
809	0.5385875854
810	0.5385125122
811	0.5383894653
812	0.5383139038
813	0.5381715088
814	0.5380823975
815	0.5380244751
816	0.5379290771
817	0.5377878418
818	0.5377438965
819	0.5376377563
820	0.5375354004
821	0.5374160156
822	0.5372982178
823	0.5371687622
824	0.5370742188
825	0.5369821777
826	0.5368487549
827	0.5367667236
828	0.5367094727
829	0.53655896
830	0.5364534912
831	0.5363602295
832	0.5363034668
833	0.5361990967
834	0.5360811768
835	0.5360095825
836	0.535944458
837	0.53584021
838	0.5356749878
839	0.5355718384
840	0.5354279175
841	0.5353171387
842	0.5352387695
843	0.5351761475
844	0.5350762329
845	0.5350349731
846	0.5349505615
847	0.5348616333
848	0.5347609863
849	0.5346523438
850	0.5344832153
851	0.534350708
852	0.5342123413
853	0.5340826416
854	0.5340194092
855	0.5339041748
856	0.5337540283
857	0.5336787109
858	0.533550293
859	0.5334000244
860	0.5333250732
861	0.5332660522
862	0.5331103516
863	0.53303479
864	0.5328455811
865	0.5327902832
866	0.5327028809
867	0.5326031494
868	0.5324764404
869	0.5324356689
870	0.5323511353
871	0.5322327881
872	0.5320838013
873	0.5319685059
874	0.5318383789
875	0.531706543
876	0.5315739136
877	0.5314847412
878	0.53137854
879	0.5313079224
880	0.5311812134
881	0.5310187988
882	0.530963562
883	0.530881958
884	0.5308248291
885	0.5306831055
886	0.5305449219
887	0.5304733887
888	0.5303483887
889	0.5302078247
890	0.5301231079
891	0.5299925537
892	0.5298787842
893	0.5297376709
894	0.5295839844
895	0.5294451904
896	0.5293449707
897	0.5292508545
898	0.5291583252
899	0.5290853882
900	0.5289467773
901	0.5288707275
902	0.5287747192
903	0.5287055664
904	0.5286274414
905	0.5284799194
906	0.5283864746
907	0.5283230591
908	0.5282147217
909	0.5281125488
910	0.5279842529
911	0.527864624
912	0.5278117065
913	0.527701416
914	0.5276427002
915	0.5275623779
916	0.5274570312
917	0.5272908936
918	0.5271801758
919	0.527081604
920	0.5270222778
921	0.5269232178
922	0.5268991699
923	0.5268847656
924	0.5268521729
925	0.5267528076
926	0.5266658936
927	0.5265848389
928	0.5264634399
929	0.5263372803
930	0.5262658691
931	0.5261710815
932	0.5260620117
933	0.5259296875
934	0.525828125
935	0.5257797852
936	0.5256314697
937	0.5255445557
938	0.5254202271
939	0.5253099365
940	0.5251636963
941	0.5250532837
942	0.5249692383
943	0.5248878174
944	0.5248378906
945	0.5247160645
946	0.5246179199
947	0.5245639648
948	0.5245328369
949	0.524385437
950	0.5242835083
951	0.5241585083
952	0.5240894165
953	0.5239980469
954	0.5239324341
955	0.5238410645
956	0.5237495728
957	0.5237124023
958	0.5235661621
959	0.5234229126
960	0.5233249512
961	0.5232270508
962	0.5231148682
963	0.5230180664
964	0.522925354
965	0.5228085327
966	0.5227254639
967	0.5226526489
968	0.5225863647
969	0.522522583
970	0.5224069824
971	0.522289978
972	0.5222150269
973	0.5221061401
974	0.5220543213
975	0.5218984985
976	0.5217164307
977	0.5215930786
978	0.5215716553
979	0.5214685669
980	0.5214543457
981	0.5213586426
982	0.5212827759
983	0.5211957397
984	0.5211533203
985	0.5210447388
986	0.5209659424
987	0.5209024658
988	0.5208262329
989	0.5207496338
990	0.520682373
991	0.5205373535
992	0.5204585571
993	0.5203861694
994	0.5202922363
995	0.5202122803
996	0.5201582031
997	0.5200500488
998	0.5199381104
999	0.5198449707
